timestamps,TP9,AF7,AF8,TP10,Right AUX
1734580607.705785,0.0,-112.3046875,-132.32421875,-14.16015625,0.0
1734580607.7096908,-2.9296875,-114.74609375,-150.87890625,-32.2265625,0.0
1734580607.7135963,-11.71875,209.47265625,57.6171875,-23.92578125,0.0
1734580607.717502,-16.6015625,172.8515625,52.734375,-10.25390625,0.0
1734580607.721408,-22.94921875,-458.0078125,-254.39453125,-18.5546875,0.0
1734580607.7253134,-33.203125,-461.42578125,-216.30859375,-45.8984375,0.0
1734580607.7292192,-25.87890625,200.1953125,99.609375,-64.94140625,0.0
1734580607.733125,-20.01953125,102.5390625,8.7890625,-46.875,0.0
1734580607.7370307,-16.6015625,-725.09765625,-370.1171875,-1.953125,0.0
1734580607.7409363,-10.7421875,-173.828125,-34.1796875,11.71875,0.0
1734580607.744842,2.9296875,234.375,122.55859375,8.7890625,0.0
1734580607.7487714,16.11328125,-248.53515625,-120.1171875,8.7890625,0.0
1734580607.7526772,14.6484375,-89.35546875,-42.48046875,21.484375,0.0
1734580607.7565827,11.71875,275.87890625,113.76953125,51.7578125,0.0
1734580607.7604885,10.25390625,360.83984375,101.07421875,53.22265625,0.0
1734580607.7643943,12.20703125,12.6953125,-60.05859375,37.59765625,0.0
1734580607.7682998,18.06640625,-454.1015625,-262.20703125,24.90234375,0.0
1734580607.7722056,14.6484375,-223.14453125,-129.8828125,23.4375,0.0
1734580607.7761114,9.765625,323.73046875,157.71484375,40.52734375,0.0
1734580607.780017,9.765625,-120.60546875,-86.42578125,58.10546875,0.0
1734580607.7839227,6.34765625,-578.125,-218.26171875,40.0390625,0.0
1734580607.7878284,9.765625,96.6796875,88.37890625,2.44140625,0.0
1734580607.791734,23.92578125,266.6015625,72.75390625,8.7890625,0.0
1734580607.7956572,15.625,-80.078125,-38.0859375,37.109375,0.0
1734580607.799563,3.41796875,129.39453125,82.03125,36.62109375,0.0
1734580607.8034685,4.8828125,113.28125,46.38671875,18.06640625,0.0
1734580607.8073742,0.0,-63.4765625,-8.30078125,-3.90625,0.0
1734580607.81128,3.90625,-175.29296875,-55.6640625,-10.25390625,0.0
1734580607.8151855,4.8828125,-317.87109375,-42.96875,7.8125,0.0
1734580607.8190913,-5.37109375,-29.78515625,81.54296875,16.11328125,0.0
1734580607.822997,-10.7421875,179.6875,74.70703125,-6.34765625,0.0
1734580607.8269026,-2.9296875,-689.453125,-403.3203125,-26.3671875,0.0
1734580607.8308084,0.48828125,-554.6875,-230.95703125,-35.15625,0.0
1734580607.8347142,-3.90625,334.47265625,180.17578125,-19.04296875,0.0
1734580607.83862,-6.34765625,219.7265625,54.19921875,1.46484375,0.0
1734580607.8425343,0.48828125,18.06640625,21.97265625,5.37109375,0.0
1734580607.84644,3.90625,268.5546875,103.02734375,-7.8125,0.0
1734580607.8503456,9.27734375,334.9609375,79.1015625,-16.6015625,0.0
1734580607.8542514,7.32421875,128.41796875,33.69140625,7.32421875,0.0
1734580607.8581572,-0.9765625,60.05859375,74.70703125,25.87890625,0.0
1734580607.8620627,3.41796875,-59.5703125,22.4609375,18.5546875,0.0
1734580607.8659685,8.30078125,-216.30859375,-81.0546875,5.859375,0.0
1734580607.8698742,17.578125,-442.87109375,-233.3984375,9.27734375,0.0
1734580607.8737798,19.53125,-535.64453125,-142.08984375,38.0859375,0.0
1734580607.8776855,17.578125,224.609375,161.1328125,55.6640625,0.0
1734580607.8815913,18.06640625,472.16796875,127.9296875,48.33984375,0.0
1734580607.885497,14.16015625,43.9453125,-35.64453125,30.76171875,0.0
1734580607.8894036,15.625,135.25390625,33.69140625,3.41796875,0.0
1734580607.8933094,12.6953125,430.6640625,150.87890625,3.90625,0.0
1734580607.8972151,8.30078125,281.73828125,72.265625,30.2734375,0.0
1734580607.9011207,19.04296875,-55.17578125,-54.6875,28.80859375,0.0
1734580607.9050264,15.13671875,84.47265625,38.0859375,4.8828125,0.0
1734580607.9089322,9.27734375,-57.12890625,-54.19921875,-12.6953125,0.0
1734580607.9128377,7.8125,-339.84375,-157.71484375,-0.48828125,0.0
1734580607.9167435,-8.30078125,-749.0234375,-318.84765625,29.296875,0.0
1734580607.9206493,-19.04296875,-548.33984375,-137.6953125,19.53125,0.0
1734580607.9245548,-21.484375,-10.25390625,94.7265625,-20.5078125,0.0
1734580607.9284606,-14.6484375,51.26953125,6.8359375,-37.109375,0.0
1734580607.9323664,-7.32421875,34.66796875,8.7890625,-30.76171875,0.0
1734580607.9362626,-8.7890625,290.52734375,125.48828125,-8.30078125,0.0
1734580607.9401684,-10.7421875,441.89453125,124.0234375,5.37109375,0.0
1734580607.944074,-6.8359375,125.48828125,21.484375,-10.7421875,0.0
1734580607.9479797,-4.39453125,27.83203125,63.96484375,-25.87890625,0.0
1734580607.9518855,6.34765625,187.5,83.0078125,-13.18359375,0.0
1734580607.955791,8.7890625,70.80078125,74.21875,11.23046875,0.0
1734580607.9596968,-4.39453125,-266.11328125,-47.36328125,22.94921875,0.0
1734580607.9636025,-1.46484375,-570.80078125,-173.828125,22.94921875,0.0
1734580607.967508,16.6015625,98.6328125,84.47265625,5.37109375,0.0
1734580607.9714139,16.6015625,386.23046875,125.9765625,-4.8828125,0.0
1734580607.9753196,2.9296875,-61.5234375,-26.85546875,25.87890625,0.0
1734580607.9792252,-1.46484375,75.68359375,72.265625,45.8984375,0.0
1734580607.9831188,-2.44140625,416.015625,151.3671875,15.13671875,0.0
1734580607.9870245,4.8828125,325.68359375,74.70703125,-11.71875,0.0
1734580607.99093,14.6484375,-70.3125,-52.734375,-1.953125,0.0
1734580607.9948359,9.765625,91.796875,56.640625,24.4140625,0.0
1734580607.9987416,3.41796875,401.3671875,141.6015625,36.62109375,0.0
1734580608.0026472,4.8828125,-56.15234375,-33.69140625,25.87890625,0.0
1734580608.006553,0.0,-794.921875,-374.51171875,11.71875,0.0
1734580608.0104587,-3.90625,-312.01171875,-125.0,-5.859375,0.0
1734580608.0143645,9.27734375,270.01953125,159.1796875,11.71875,0.0
