timestamps,TP9,AF7,AF8,TP10,Right AUX
1734584993.0680618,-15.625,-52.734375,0.9765625,-107.421875,0.0
1734584993.071968,-1.46484375,-53.22265625,-8.7890625,-86.9140625,0.0
1734584993.0758743,11.23046875,-56.640625,-17.578125,-39.55078125,0.0
1734584993.0797806,-27.83203125,-60.546875,-18.5546875,-20.01953125,0.0
1734584993.0836868,-34.66796875,-58.10546875,-18.5546875,-94.23828125,0.0
1734584993.087593,-29.296875,-55.17578125,-28.3203125,-127.44140625,0.0
1734584993.0914993,7.8125,-53.7109375,-27.34375,-67.3828125,0.0
1734584993.0954056,9.27734375,-53.22265625,-30.2734375,-46.38671875,0.0
1734584993.0993118,15.625,-43.45703125,-14.6484375,-79.58984375,0.0
1734584993.103218,-82.51953125,-41.9921875,-9.27734375,-86.9140625,0.0
1734584993.1071243,-93.26171875,-55.17578125,-29.78515625,-37.109375,0.0
1734584993.1363616,37.59765625,-61.5234375,-16.6015625,-18.06640625,0.0
1734584993.1402678,5.37109375,-50.78125,-9.27734375,-52.24609375,0.0
1734584993.144174,-39.55078125,-45.41015625,-14.16015625,-99.12109375,0.0
1734584993.1480803,-50.29296875,-44.921875,-14.6484375,-85.9375,0.0
1734584993.1519866,-56.15234375,-47.36328125,-20.01953125,-67.87109375,0.0
1734584993.1558928,-0.9765625,-49.8046875,-12.6953125,-49.31640625,0.0
1734584993.159799,34.66796875,-41.015625,-7.32421875,-42.48046875,0.0
1734584993.1637053,-54.19921875,-40.0390625,-12.6953125,-78.61328125,0.0
1734584993.1676116,-93.75,-36.1328125,-22.94921875,-99.609375,0.0
1734584993.1715178,-41.9921875,-44.921875,-16.11328125,-80.56640625,0.0
1734584993.175424,-45.41015625,-43.45703125,-12.20703125,-28.3203125,0.0
1734584993.1793303,-19.04296875,-32.71484375,-22.94921875,-42.48046875,0.0
1734584993.1574755,-9.27734375,-33.203125,-20.01953125,-85.9375,0.0
