timestamps,TP9,AF7,AF8,TP10,Right AUX
1734409911.521376,161.1328125,109.86328125,75.68359375,-960.9375,0.0
1734409911.5252821,71.2890625,-297.36328125,-83.984375,917.96875,0.0
1734409911.5291882,-97.16796875,-123.53515625,-14.16015625,-328.125,0.0
1734409911.5330942,-159.66796875,195.3125,98.14453125,-1000.0,0.0
1734409911.5370002,-3.41796875,-116.69921875,-64.94140625,-180.17578125,0.0
1734409911.5409062,146.97265625,-425.29296875,-136.71875,966.30859375,0.0
1734409911.5448124,109.375,-50.78125,33.69140625,-969.7265625,0.0
1734409911.5487185,-57.12890625,328.61328125,140.13671875,-63.4765625,0.0
1734409911.5526245,-168.9453125,115.72265625,34.66796875,-1000.0,0.0
1734409911.5565305,-31.73828125,-537.109375,-195.80078125,-359.375,0.0
1734409911.5604365,137.6953125,-218.26171875,8.7890625,912.109375,0.0
1734409911.5652854,144.53125,156.25,126.46484375,-890.13671875,0.0
1734409911.5691915,-21.484375,-310.546875,-94.7265625,43.45703125,0.0
1734409911.5730975,-138.671875,-173.33984375,-65.4296875,-1000.0,0.0
1734409911.5770035,-18.06640625,77.63671875,4.39453125,-353.515625,0.0
1734409911.5809095,132.8125,129.39453125,69.82421875,743.65234375,0.0
1734409911.5848157,149.90234375,-264.6484375,-101.07421875,-861.81640625,0.0
1734409911.5887218,-18.5546875,-571.2890625,-215.8203125,161.1328125,0.0
1734409911.5926278,-155.2734375,79.58984375,99.609375,-1000.0,0.0
1734409911.5965338,-51.7578125,293.9453125,101.07421875,-789.0625,0.0
1734409911.6004398,118.65234375,-84.9609375,-38.0859375,522.4609375,0.0
1734409911.604346,144.04296875,-73.73046875,17.08984375,-813.4765625,0.0
1734409911.608252,-1.953125,286.1328125,98.14453125,189.453125,0.0
1734409911.6125815,-129.39453125,182.6171875,49.31640625,-1000.0,0.0
1734409911.6164875,-74.21875,-116.69921875,-58.10546875,-943.84765625,0.0
1734409911.6203935,85.9375,21.484375,14.6484375,286.62109375,0.0
1734409911.6242995,138.671875,354.00390625,166.50390625,-793.9453125,0.0
1734409911.6282055,-7.32421875,252.9296875,47.36328125,268.5546875,0.0
1734409911.6321118,-141.6015625,-395.01953125,-195.80078125,-1000.0,0.0
1734409911.6360178,-100.5859375,-630.859375,-196.2890625,-1000.0,0.0
1734409911.6399238,81.0546875,-31.73828125,62.98828125,96.6796875,0.0
1734409911.6438298,159.1796875,266.11328125,111.81640625,-809.08203125,0.0
1734409911.6477358,10.7421875,-453.125,-191.40625,427.734375,0.0
1734409911.651642,-155.2734375,-444.82421875,-95.21484375,-875.0,0.0
1734409911.655548,-136.23046875,244.140625,162.59765625,-1000.0,0.0
1734409911.6589723,59.5703125,-40.0390625,15.13671875,-87.40234375,0.0
1734409911.6628783,168.9453125,-105.95703125,8.30078125,-852.5390625,0.0
1734409911.6667843,57.6171875,311.03515625,117.1875,588.8671875,0.0
1734409911.6706903,-109.86328125,299.8046875,116.69921875,-736.328125,0.0
1734409911.6745963,-125.48828125,-52.734375,-10.25390625,-1000.0,0.0
1734409911.6785026,58.59375,-358.3984375,-132.32421875,-145.5078125,0.0
1734409911.6824086,185.546875,-71.2890625,44.921875,-909.1796875,0.0
1734409911.6863146,86.9140625,400.87890625,210.44921875,784.66796875,0.0
1734409911.6902206,-82.03125,-183.59375,-133.7890625,-497.55859375,0.0
1734409911.6941266,-118.1640625,-872.0703125,-428.22265625,-1000.0,0.0
1734409911.6980329,45.8984375,-67.87109375,27.34375,-213.8671875,0.0
1734409911.7019389,166.50390625,410.15625,184.08203125,-961.9140625,0.0
1734409911.7050073,100.09765625,58.59375,-3.41796875,914.55078125,0.0
1734409911.7089133,-60.546875,-124.51171875,-49.8046875,-306.15234375,0.0
1734409911.7128193,-140.13671875,21.97265625,50.78125,-1000.0,0.0
1734409911.7167256,19.04296875,97.65625,36.62109375,-283.203125,0.0
1734409911.7206316,180.6640625,-69.3359375,17.08984375,966.796875,0.0
1734409911.7245376,118.65234375,-313.96484375,-22.94921875,-959.9609375,0.0
1734409911.7284436,-62.5,-223.14453125,3.90625,-50.29296875,0.0
1734409911.7323496,-148.4375,21.484375,30.76171875,-1000.0,0.0
1734409911.736256,-8.7890625,-537.109375,-245.1171875,-378.41796875,0.0
1734409911.740162,159.66796875,-342.28515625,-70.80078125,907.2265625,0.0
1734409911.744068,126.46484375,344.23828125,173.828125,-903.80859375,0.0
1734409911.747974,-36.1328125,-145.99609375,-118.1640625,84.9609375,0.0
1734409911.7506015,-143.5546875,-507.32421875,-261.23046875,-1000.0,0.0
1734409911.7545075,-41.015625,-313.4765625,-129.39453125,-618.1640625,0.0
1734409911.7584136,135.25390625,175.78125,98.6328125,709.47265625,0.0
1734409911.7623196,141.6015625,124.51171875,50.78125,-848.6328125,0.0
1734409911.7662256,-26.3671875,-104.4921875,-51.7578125,141.6015625,0.0
1734409911.7701318,-128.90625,-182.12890625,-23.4375,-1000.0,0.0
1734409911.7740378,-35.64453125,-65.4296875,67.87109375,-799.31640625,0.0
1734409911.7779438,124.0234375,-148.4375,-108.3984375,504.39453125,0.0
1734409911.7818499,161.62109375,-568.359375,-219.7265625,-812.01171875,0.0
1734409911.7857559,4.8828125,45.8984375,113.76953125,189.94140625,0.0
1734409911.7896621,-128.41796875,267.578125,88.8671875,-1000.0,0.0
1734409911.7935681,-44.921875,-63.4765625,-21.97265625,-948.73046875,0.0
1734409911.8023958,140.13671875,87.890625,41.50390625,308.10546875,0.0
1734409911.8063018,180.17578125,416.50390625,147.4609375,-851.5625,0.0
1734409911.810208,36.62109375,115.72265625,-4.39453125,189.94140625,0.0
1734409911.814114,-101.07421875,-234.375,-126.46484375,-983.88671875,0.0
1734409911.81802,-66.40625,-24.90234375,-3.90625,-1000.0,0.0
1734409911.821926,109.86328125,4.39453125,27.34375,81.54296875,0.0
1734409911.8258321,191.40625,-133.7890625,16.6015625,-813.4765625,0.0
1734409911.8297384,57.6171875,-602.5390625,-234.375,447.75390625,0.0
1734409911.8336444,-99.12109375,-504.39453125,-191.89453125,-857.421875,0.0
1734409911.8375504,-94.23828125,242.1875,139.16015625,-1000.0,0.0
1734409911.8414564,80.078125,183.59375,37.109375,-88.37890625,0.0
1734409911.8453627,181.640625,35.64453125,40.0390625,-857.91015625,0.0
1734409911.8461206,72.265625,-101.07421875,-7.8125,618.1640625,0.0
1734409911.8500268,-88.37890625,-34.66796875,16.11328125,-705.56640625,0.0
1734409911.8539329,-125.0,-46.875,-1.953125,-1000.0,0.0
1734409911.8578389,43.9453125,-67.87109375,-57.6171875,-165.52734375,0.0
1734409911.8617449,165.52734375,232.91015625,62.98828125,-914.0625,0.0
1734409911.865651,71.2890625,-5.859375,13.671875,790.0390625,0.0
1734409911.8695571,-80.078125,-525.390625,-228.515625,-493.1640625,0.0
1734409911.8734632,-123.53515625,-522.4609375,-237.3046875,-1000.0,0.0
1734409911.8773692,33.69140625,144.04296875,85.9375,-219.23828125,0.0
1734409911.8812752,178.22265625,423.828125,179.6875,-980.46875,0.0
1734409911.8851814,109.375,-262.6953125,-166.015625,958.984375,0.0
1734409911.8890874,-60.546875,-686.03515625,-319.82421875,-222.65625,0.0
1734409911.8903553,-146.97265625,99.12109375,115.234375,-1000.0,0.0
1734409911.8942614,0.0,319.3359375,94.23828125,-290.0390625,0.0
1734409911.8981676,163.0859375,63.4765625,49.31640625,966.30859375,0.0
1734409911.9020736,118.65234375,159.66796875,111.81640625,-955.56640625,0.0
1734409911.9059796,-44.921875,264.6484375,59.08203125,-39.0625,0.0
1734409911.9098856,-133.7890625,-80.078125,-7.32421875,-1000.0,0.0
1734409911.9137917,-3.90625,-653.3203125,-243.1640625,-389.16015625,0.0
1734409911.9176977,155.2734375,-474.609375,-158.203125,898.92578125,0.0
1734409911.921604,131.8359375,117.1875,122.0703125,-899.4140625,0.0
1734409911.92551,-38.0859375,20.01953125,-5.37109375,100.5859375,0.0
1734409911.929416,-147.4609375,-19.53125,5.859375,-1000.0,0.0
1734409911.933322,-31.73828125,201.66015625,81.54296875,-625.48828125,0.0
1734409911.9348083,140.13671875,16.11328125,-0.48828125,704.1015625,0.0
1734409911.9387143,141.6015625,-229.98046875,-35.15625,-847.16796875,0.0
1734409911.9426203,-29.296875,-116.69921875,-47.36328125,145.01953125,0.0
1734409911.9465265,-155.76171875,101.5625,29.296875,-1000.0,0.0
1734409911.9504325,-68.359375,227.5390625,81.0546875,-816.89453125,0.0
1734409911.9543386,118.65234375,-291.9921875,-185.05859375,483.88671875,0.0
1734409911.9582446,147.94921875,-677.734375,-278.3203125,-807.6171875,0.0
1734409911.9621506,-12.6953125,14.16015625,47.36328125,203.61328125,0.0
1734409911.9660566,-137.6953125,289.0625,101.07421875,-1000.0,0.0
1734409911.9699628,-92.28515625,-155.2734375,-39.55078125,-961.42578125,0.0
1734409911.9738688,70.3125,-214.35546875,-37.109375,254.39453125,0.0
1734409911.9777749,140.625,49.31640625,96.19140625,-794.43359375,0.0
1734409911.983467,3.41796875,152.83203125,70.3125,277.83203125,0.0
1734409911.987373,-151.3671875,-224.12109375,-104.00390625,-988.28125,0.0
1734409911.9912791,-123.046875,-268.06640625,-36.62109375,-1000.0,0.0
1734409911.9951851,78.61328125,257.32421875,126.953125,29.296875,0.0
1734409911.9990911,167.48046875,330.56640625,123.046875,-816.40625,0.0
1734409912.0029974,32.2265625,-233.88671875,-128.41796875,445.3125,0.0
1734409912.0069034,-123.046875,-342.28515625,-125.0,-865.234375,0.0
1734409912.0108094,-120.60546875,140.13671875,106.4453125,-1000.0,0.0
1734409912.0147154,66.40625,149.90234375,28.3203125,-102.5390625,0.0
1734409912.0186214,163.57421875,-352.05078125,-122.55859375,-861.81640625,0.0
1734409912.0225277,39.55078125,-163.57421875,-15.625,625.0,0.0
1734409912.0264337,-106.93359375,297.36328125,104.4921875,-695.3125,0.0
1734409912.0352032,-121.58203125,-176.7578125,-106.4453125,-1000.0,0.0
1734409912.0391092,41.50390625,-432.6171875,-177.734375,-170.41015625,0.0
1734409912.0430152,152.34375,-44.921875,31.25,-917.96875,0.0
1734409912.0469213,60.05859375,290.0390625,116.69921875,802.734375,0.0
1734409912.0508275,-98.6328125,-18.5546875,-48.828125,-481.4453125,0.0
1734409912.0547335,-145.01953125,-533.69140625,-298.828125,-1000.0,0.0
1734409912.0586395,5.859375,-270.01953125,-131.34765625,-197.75390625,0.0
1734409912.0625455,142.08984375,371.09375,197.265625,-980.46875,0.0
1734409912.0664515,88.37890625,-117.1875,-130.37109375,972.65625,0.0
1734409912.0703578,-79.58984375,-704.1015625,-378.90625,-182.12890625,0.0
1734409912.0742638,-161.62109375,-68.84765625,25.87890625,-1000.0,0.0
1734409912.0781698,-15.625,206.0546875,94.23828125,-301.7578125,0.0
1734409912.0810657,136.23046875,15.625,-13.671875,956.54296875,0.0
1734409912.0849717,93.75,72.265625,43.45703125,-940.91796875,0.0
1734409912.088878,-76.171875,291.9921875,91.30859375,0.0,0.0
1734409912.092784,-170.41015625,126.953125,21.484375,-1000.0,0.0
1734409912.09669,-37.109375,-177.734375,-79.58984375,-394.53125,0.0
1734409912.100596,125.0,-226.07421875,-43.9453125,896.97265625,0.0
1734409912.104502,118.65234375,62.01171875,101.5625,-897.94921875,0.0
1734409912.1084082,-37.59765625,144.04296875,30.2734375,109.86328125,0.0
1734409912.1123142,-161.1328125,-323.73046875,-160.64453125,-1000.0,0.0
1734409912.1162202,-56.640625,-155.76171875,-34.66796875,-624.51171875,0.0
1734409912.1201262,122.0703125,354.4921875,159.1796875,705.078125,0.0
1734409912.1240323,126.953125,243.65234375,65.91796875,-844.7265625,0.0
1734409912.1269574,0.0,-559.08203125,-252.44140625,172.8515625,0.0
1734409912.1308634,0.0,-450.68359375,-83.984375,-1000.0,0.0
1734409912.1347694,0.0,253.41796875,154.296875,-820.3125,0.0
1734409912.1386755,0.0,79.58984375,6.34765625,479.4921875,0.0
1734409912.1425817,0.0,-69.82421875,-31.73828125,-809.5703125,0.0
1734409912.1464877,0.0,-130.37109375,-47.36328125,229.98046875,0.0
1734409912.1503937,0.0,-143.5546875,21.97265625,-1000.0,0.0
1734409912.1542997,0.0,-415.52734375,-166.50390625,-954.58984375,0.0
1734409912.1582057,0.0,-675.29296875,-324.70703125,282.2265625,0.0
1734409912.162112,0.0,181.640625,115.234375,-794.43359375,0.0
1734409912.166018,0.0,322.265625,57.12890625,288.57421875,0.0
1734409912.169924,0.0,-282.2265625,-203.125,-977.05078125,0.0
1734409912.1726882,-123.53515625,-127.44140625,-39.55078125,-1000.0,0.0
1734409912.1765943,58.59375,302.734375,105.95703125,7.32421875,0.0
1734409912.1805003,144.04296875,317.3828125,91.796875,-819.3359375,0.0
1734409912.1844063,11.23046875,48.33984375,-3.41796875,454.58984375,0.0
1734409912.1883125,-134.765625,-52.734375,-14.6484375,-855.46875,0.0
1734409912.1922185,-108.88671875,-196.2890625,-47.8515625,-1000.0,0.0
1734409912.1961246,66.89453125,-174.8046875,-11.23046875,-117.1875,0.0
1734409912.2000306,154.78515625,-515.625,-159.1796875,-869.62890625,0.0
1734409912.2039366,48.33984375,-420.8984375,-140.625,651.3671875,0.0
1734409912.2078428,-104.98046875,89.84375,64.94140625,-667.96875,0.0
1734409912.2117488,-142.08984375,-217.7734375,-49.31640625,-1000.0,0.0
1734409912.2156549,21.484375,-143.5546875,-8.7890625,-171.875,0.0
1734409912.2184153,147.94921875,-65.91796875,34.66796875,-923.33984375,0.0
1734409912.2223213,46.875,178.22265625,106.93359375,819.82421875,0.0
1734409912.2262273,-111.81640625,-5.859375,-35.64453125,-450.1953125,0.0
1734409912.2301333,-156.25,-363.76953125,-145.01953125,-1000.0,0.0
1734409912.2340393,5.859375,112.79296875,49.31640625,-222.16796875,0.0
1734409912.2379456,160.15625,112.79296875,79.1015625,-991.69921875,0.0
1734409912.2418516,75.1953125,-430.6640625,-170.8984375,986.328125,0.0
1734409912.2457576,-110.83984375,-691.89453125,-372.0703125,-156.25,0.0
1734409912.2496636,-184.5703125,-25.390625,13.18359375,-1000.0,0.0
1734409912.2535696,-25.390625,389.6484375,159.1796875,-314.94140625,0.0
1734409912.2574756,148.4375,-66.40625,-8.7890625,950.68359375,0.0
1734409912.2613819,105.46875,-107.421875,0.0,-937.01171875,0.0
1734409912.2768312,-69.3359375,92.7734375,45.8984375,-837.890625,0.0
1734409912.2807374,-151.85546875,-48.828125,-27.83203125,449.70703125,0.0
1734409912.2846434,-22.94921875,-41.9921875,-20.01953125,-807.6171875,0.0
1734409912.2885494,131.8359375,175.78125,27.34375,237.3046875,0.0
1734409912.2924554,119.140625,349.12109375,74.21875,-1000.0,0.0
1734409912.2963617,-43.9453125,-15.625,-119.140625,-935.05859375,0.0
1734409912.3002677,-157.71484375,-663.57421875,-162.59765625,315.4296875,0.0
1734409912.3041737,-57.6171875,-518.06640625,165.0390625,-799.8046875,0.0
1734409912.3080797,124.51171875,358.88671875,147.4609375,320.80078125,0.0
1734409912.311986,146.97265625,248.53515625,-89.84375,-957.51953125,0.0
1734409912.315892,-26.3671875,-65.91796875,-116.2109375,-1000.0,0.0
1734409912.319798,-158.69140625,112.79296875,160.15625,23.4375,0.0
1734409912.3199282,-72.265625,37.109375,0.0,0.0,0.0
1734409912.3238342,95.703125,-235.83984375,0.0,0.0,0.0
1734409912.3277404,126.953125,-215.8203125,0.0,0.0,0.0
1734409912.3316464,-31.25,-56.640625,0.0,0.0,0.0
1734409912.3355525,-160.15625,144.53125,0.0,0.0,0.0
1734409912.3394585,-96.6796875,-200.1953125,0.0,0.0,0.0
1734409912.3433647,74.21875,-414.0625,0.0,0.0,0.0
1734409912.3472707,140.625,242.67578125,0.0,0.0,0.0
1734409912.3511767,-1.953125,458.0078125,0.0,0.0,0.0
1734409912.3550828,-148.92578125,-153.80859375,0.0,0.0,0.0
1734409912.3589888,-121.09375,-368.65234375,0.0,0.0,0.0
1734409912.362895,60.05859375,382.32421875,0.0,0.0,0.0
1734409912.3663454,154.296875,552.24609375,184.08203125,-829.58984375,0.0
1734409912.3702514,27.34375,-15.625,-25.390625,526.85546875,0.0
1734409912.3741574,-131.34765625,-84.47265625,5.859375,-789.55078125,0.0
1734409912.3780634,-116.69921875,287.59765625,100.5859375,-1000.0,0.0
1734409912.3819695,57.6171875,265.13671875,76.66015625,-120.1171875,0.0
1734409912.3858757,159.66796875,-419.921875,-211.42578125,-877.9296875,0.0
1734409912.3897817,52.24609375,-1000.0,-467.28515625,688.96484375,0.0
1734409912.3936877,-111.81640625,-358.88671875,-60.05859375,-630.37109375,0.0
1734409912.3975937,-131.34765625,64.94140625,68.359375,-1000.0,0.0
1734409912.4015,33.203125,-17.578125,3.90625,-176.26953125,0.0
1734409912.405406,157.71484375,276.85546875,149.4140625,-929.19921875,0.0
1734409912.409312,61.5234375,457.51953125,158.203125,836.42578125,0.0
1734409912.412209,-106.4453125,10.7421875,-19.53125,-427.734375,0.0
1734409912.416115,-153.3203125,-163.57421875,-56.15234375,-1000.0,0.0
1734409912.420021,-7.8125,256.34765625,108.88671875,-230.95703125,0.0
1734409912.423927,134.765625,427.734375,162.109375,999.0234375,0.0
1734409912.4278333,73.73046875,141.11328125,22.94921875,-994.62890625,0.0
1734409912.4317393,-89.35546875,-398.4375,-246.58203125,-124.51171875,0.0
1734409912.4356453,-170.41015625,-235.83984375,-121.58203125,-1000.0,0.0
1734409912.4395514,-25.87890625,350.09765625,184.5703125,-312.5,0.0
1734409912.4434574,144.04296875,-103.515625,-114.2578125,950.1953125,0.0
1734409912.4473636,97.65625,-635.7421875,-291.9921875,-931.15234375,0.0
1734409912.4512696,-84.47265625,70.80078125,109.375,26.3671875,0.0
1734409912.4551756,-201.66015625,311.03515625,114.2578125,-1000.0,0.0
1734409912.4576209,-63.96484375,-237.3046875,-88.37890625,-438.96484375,0.0
1734409912.461527,124.0234375,-174.31640625,2.44140625,862.79296875,0.0
